time,x,y,z,yaw,linx,liny,linz,yaw_rate,xd,yd,zd,yawd,vxd,vyd,vzd,wyawd,cmd_linx,cmd_liny,cmd_linz,cmd_angz
1777059216.930475,0.752434,0.754634,1.750309,0.877988,-0.019757,-0.002821,-0.004474,-0.000869,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000
1777059216.963835,0.752434,0.754634,1.750309,0.877988,-0.019757,-0.002821,-0.004474,-0.000869,0,0,0,0,0,0,0,0,0.001093,-0.001004,-0.000328,0.000226
1777059216.997099,0.752538,0.754813,1.750326,0.877876,-0.019820,-0.002774,-0.004367,-0.001024,0,0,0,0,0,0,0,0,0.001901,-0.000864,-0.000317,-0.000376
1777059217.030488,0.752607,0.754931,1.750310,0.877776,-0.019909,-0.002739,-0.004303,-0.001152,0,0,0,0,0,0,0,0,0.001089,-0.001009,-0.000342,-0.000424
1777059217.064029,0.752665,0.755030,1.750312,0.877673,-0.019972,-0.002710,-0.004229,-0.001314,0,0,0,0,0,0,0,0,0.000834,-0.001058,-0.000304,-0.000513
1777059217.097314,0.752752,0.755173,1.750306,0.877563,-0.019994,-0.002671,-0.004152,-0.001428,0,0,0,0,0,0,0,0,0.000744,-0.001081,-0.000303,-0.000573
1777059217.130466,0.752815,0.755276,1.750304,0.877457,-0.020028,-0.002641,-0.004081,-0.001554,0,0,0,0,0,0,0,0,0.000230,-0.001159,-0.000287,-0.000584
1777059217.163895,0.752815,0.755276,1.750304,0.877457,-0.020028,-0.002641,-0.004081,-0.001554,0,0,0,0,0,0,0,0,0.000073,-0.001191,-0.000279,-0.000603
1777059217.197152,0.752952,0.755493,1.750309,0.877355,-0.019921,-0.002591,-0.003990,-0.001623,0,0,0,0,0,0,0,0,0.000801,-0.001089,-0.000277,-0.001080
1777059217.230533,0.752952,0.755493,1.750309,0.877355,-0.019921,-0.002591,-0.003990,-0.001623,0,0,0,0,0,0,0,0,-0.000478,-0.001262,-0.000287,-0.001058
1777059217.263957,0.752993,0.755560,1.750300,0.877260,-0.020027,-0.002562,-0.003897,-0.001629,0,0,0,0,0,0,0,0,0.000218,-0.001169,-0.000286,-0.001481
1777059217.297135,0.753086,0.755701,1.750293,0.877153,-0.019958,-0.002527,-0.003827,-0.001713,0,0,0,0,0,0,0,0,0.000273,-0.001171,-0.000270,-0.001445
1777059217.330494,0.753138,0.755781,1.750292,0.877040,-0.019957,-0.002499,-0.003752,-0.001807,0,0,0,0,0,0,0,0,-0.000395,-0.001242,-0.000255,-0.001351
1777059217.363846,0.753240,0.755932,1.750292,0.876924,-0.019846,-0.002464,-0.003673,-0.001890,0,0,0,0,0,0,0,0,-0.000490,-0.001258,-0.000255,-0.001231
1777059217.397120,0.753240,0.755932,1.750292,0.876924,-0.019846,-0.002464,-0.003673,-0.001890,0,0,0,0,0,0,0,0,-0.001269,-0.001329,-0.000258,-0.001097
1777059217.430422,0.753341,0.756084,1.750293,0.876819,-0.019734,-0.002425,-0.003589,-0.001923,0,0,0,0,0,0,0,0,-0.000654,-0.001263,-0.000260,-0.001479
1777059217.463861,0.753431,0.756212,1.750291,0.876730,-0.019609,-0.002397,-0.003529,-0.001981,0,0,0,0,0,0,0,0,-0.001487,-0.001362,-0.000266,-0.001358
