time,x,y,z,yaw,linx,liny,linz,yaw_rate,xd,yd,zd,yawd,vxd,vyd,vzd,wyawd,cmd_linx,cmd_liny,cmd_linz,cmd_angz
1777059689.935766,-0.749687,-0.763969,1.850297,-3.140664,0.000930,-0.026636,-0.003670,-0.000408,-0.750000,-0.750000,1.850000,3.141593,0.000000,0.000000,0.000000,0.000000,0.000304,-0.000475,-0.000172,-0.000245
1777059689.969169,-0.749687,-0.763969,1.850297,-3.140664,0.000930,-0.026636,-0.003670,-0.000408,-0.750000,-0.750000,1.850000,3.141593,0.000000,0.000000,0.000000,0.000000,0.000302,-0.000307,-0.000178,-0.000244
1777059690.002434,-0.749682,-0.763886,1.850296,-3.140685,0.000923,-0.026258,-0.003576,-0.000417,-0.750000,-0.750000,1.850000,3.141593,0.000000,0.000000,0.000000,0.000000,0.000268,-0.001159,-0.000189,-0.000336
1777059690.035857,-0.749679,-0.763751,1.850286,-3.140706,0.000917,-0.026048,-0.003519,-0.000436,-0.750000,-0.750000,1.850000,3.141593,0.000000,0.000000,0.000000,0.000000,0.000266,-0.001296,-0.000200,-0.000323
1777059690.069161,-0.749682,-0.763545,1.850266,-3.140728,0.000916,-0.025706,-0.003434,-0.000436,-0.750000,-0.750000,1.850000,3.141593,0.000000,0.000000,0.000000,0.000000,0.000258,-0.001000,-0.000190,-0.000316
1777059690.102459,-0.749676,-0.763477,1.850275,-3.140751,0.000906,-0.025381,-0.003348,-0.000454,-0.750000,-0.750000,1.850000,3.141593,0.000000,0.000000,0.000000,0.000000,0.000215,-0.000169,-0.000160,-0.000296
1777059690.135795,-0.749674,-0.763414,1.850276,-3.140773,0.000901,-0.025022,-0.003267,-0.000465,-0.750000,-0.750000,1.850000,3.141593,0.000000,0.000000,0.000000,0.000000,0.000232,-0.000504,-0.000187,-0.000275
1777059690.169082,-0.749674,-0.763414,1.850276,-3.140773,0.000901,-0.025022,-0.003267,-0.000465,-0.750000,-0.750000,1.850000,3.141593,0.000000,0.000000,0.000000,0.000000,0.000222,-0.000850,-0.000200,-0.000256
1777059690.202410,-0.749666,-0.763400,1.850277,-3.140793,0.000889,-0.024634,-0.003192,-0.000472,-0.750000,-0.750000,1.850000,3.141593,0.000000,0.000000,0.000000,0.000000,0.000199,-0.001655,-0.000209,-0.000336
1777059690.235813,-0.749668,-0.763236,1.850265,-3.140812,0.000886,-0.024364,-0.003127,-0.000469,-0.750000,-0.750000,1.850000,3.141593,0.000000,0.000000,0.000000,0.000000,0.000229,-0.002296,-0.000221,-0.000317
1777059690.269063,-0.749666,-0.763084,1.850254,-3.140834,0.000879,-0.024102,-0.003064,-0.000480,-0.750000,-0.750000,1.850000,3.141593,0.000000,0.000000,0.000000,0.000000,0.000195,-0.001701,-0.000205,-0.000307
1777059690.302490,-0.749664,-0.763019,1.850251,-3.140858,0.000872,-0.023749,-0.002994,-0.000493,-0.750000,-0.750000,1.850000,3.141593,0.000000,0.000000,0.000000,0.000000,0.000193,-0.001242,-0.000192,-0.000276
1777059690.335667,-0.749664,-0.763019,1.850251,-3.140858,0.000872,-0.023749,-0.002994,-0.000493,-0.750000,-0.750000,1.850000,3.141593,0.000000,0.000000,0.000000,0.000000,0.000187,-0.001518,-0.000193,-0.000242
1777059690.369112,-0.749659,-0.762922,1.850255,-3.140880,0.000861,-0.023367,-0.002906,-0.000492,-0.750000,-0.750000,1.850000,3.141593,0.000000,0.000000,0.000000,0.000000,0.000170,-0.002271,-0.000200,-0.000313
1777059690.402448,-0.749659,-0.762819,1.850243,-3.140899,0.000855,-0.023054,-0.002850,-0.000491,-0.750000,-0.750000,1.850000,3.141593,0.000000,0.000000,0.000000,0.000000,0.000187,-0.002206,-0.000216,-0.000277
1777059690.435991,-0.749656,-0.762708,1.850243,-3.140916,0.000847,-0.022813,-0.002790,-0.000494,-0.750000,-0.750000,1.850000,3.141593,0.000000,0.000000,0.000000,0.000000,0.000172,-0.002101,-0.000198,-0.000260
