time,x,y,z,yaw,linx,liny,linz,yaw_rate,xd,yd,zd,yawd,vxd,vyd,vzd,wyawd,cmd_linx,cmd_liny,cmd_linz,cmd_angz
1776981563.496763,0.863885,-0.837079,1.270483,-2.618625,0.087948,0.011305,-0.010267,-0.002185,0.750000,-0.750000,1.250000,3.665191,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1776981563.530091,0.851277,-0.835184,1.269581,-2.618740,0.097437,0.001099,-0.010670,-0.002237,0.750000,-0.750000,1.250000,3.665191,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1776981563.563431,0.844571,-0.834094,1.269171,-2.618835,0.101282,-0.004681,-0.010335,-0.002240,0.750000,-0.750000,1.250000,3.665191,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1776981563.596912,0.844571,-0.834094,1.269171,-2.618835,0.101282,-0.004681,-0.010335,-0.002240,0.750000,-0.750000,1.250000,3.665191,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1776981563.630176,0.816133,-0.827800,1.269024,-2.618902,0.123210,-0.027151,-0.011197,-0.002197,0.750000,-0.750000,1.250000,3.665191,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1776981563.663366,0.816133,-0.827800,1.269024,-2.618902,0.123210,-0.027151,-0.011197,-0.002197,0.750000,-0.750000,1.250000,3.665191,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1776981563.696827,0.771327,-0.816596,1.267851,-2.618934,0.153929,-0.062453,-0.014045,-0.001834,0.750000,-0.750000,1.250000,3.665191,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1776981563.730126,0.742515,-0.807483,1.267690,-2.618900,0.172649,-0.086203,-0.015758,-0.001574,0.750000,-0.750000,1.250000,3.665191,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1776981563.763526,0.742515,-0.807483,1.267690,-2.618900,0.172649,-0.086203,-0.015758,-0.001574,0.750000,-0.750000,1.250000,3.665191,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1776981563.796772,0.724252,-0.801251,1.267042,-2.618832,0.182214,-0.100376,-0.017089,-0.001250,0.750000,-0.750000,1.250000,3.665191,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1776981563.830099,0.698981,-0.791543,1.266684,-2.618730,0.196221,-0.121575,-0.018604,-0.000885,0.750000,-0.750000,1.250000,3.665191,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1776981563.863425,0.684619,-0.785984,1.266487,-2.618568,0.200711,-0.131527,-0.018281,-0.000455,0.750000,-0.750000,1.250000,3.665191,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1776981563.896803,0.684619,-0.785984,1.266487,-2.618568,0.200711,-0.131527,-0.018281,-0.000455,0.750000,-0.750000,1.250000,3.665191,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1776981563.930198,0.661814,-0.774870,1.265793,-2.618362,0.211303,-0.152003,-0.019234,0.000124,0.750000,-0.750000,1.250000,3.665191,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1776981563.963434,0.648305,-0.768801,1.265357,-2.618106,0.214699,-0.161327,-0.018837,0.000712,0.750000,-0.750000,1.250000,3.665191,0.000000,0.000000,0.000000,0.000000,-0.729907,-0.015517,-0.011854,0.006617
1776981563.996787,0.625664,-0.756670,1.265090,-2.617791,0.223436,-0.181381,-0.018048,0.001382,0.750000,-0.750000,1.250000,3.665191,0.000000,0.000000,0.000000,0.000000,-0.756917,0.086035,-0.011905,0.007008
1776981564.030240,0.615219,-0.750717,1.264330,-2.617436,0.224887,-0.189023,-0.017715,0.002313,0.750000,-0.750000,1.250000,3.665191,0.000000,0.000000,0.000000,0.000000,-0.781225,0.177431,-0.011913,0.007345
1776981564.063446,0.596838,-0.739544,1.263891,-2.617025,0.230842,-0.205840,-0.016456,0.003269,0.750000,-0.750000,1.250000,3.665191,0.000000,0.000000,0.000000,0.000000,-0.803102,0.259688,-0.011879,0.007669
1776981564.096760,0.587042,-0.733474,1.263666,-2.616571,0.231455,-0.212612,-0.015167,0.004333,0.750000,-0.750000,1.250000,3.665191,0.000000,0.000000,0.000000,0.000000,-0.822792,0.333719,-0.011789,0.007876
